ANO4,TRIMESTRE,AGLOMERADO,PONDERA,CH04,CH06,NIVEL_ED,ESTADO,CAT_OCUP,PP04B_COD,PP04D_COD,P21,P47T
2017,4,31,100,2,5,7,4,0.0,,,0,0.0
2017,4,31,130,2,35,6,1,3.0,8501.0,41312.0,40000,40000.0
2017,4,31,130,1,37,4,1,3.0,2701.0,80313.0,35000,35000.0
2017,4,31,130,2,2,7,4,0.0,,,0,0.0
2017,4,31,163,1,38,4,1,2.0,4000.0,72113.0,40000,40000.0
2017,4,31,163,2,68,3,3,0.0,,,0,7300.0
2017,4,31,163,1,18,3,3,0.0,,,0,0.0
2017,4,31,163,1,17,3,3,0.0,,,0,0.0
2017,4,31,163,1,15,3,3,0.0,,,0,0.0
2017,4,31,163,1,8,1,4,0.0,,,0,0.0
2017,4,31,163,2,8,1,4,0.0,,,0,0.0
2017,4,31,163,1,6,1,4,0.0,,,0,0.0
2017,4,31,116,1,54,4,3,0.0,,,0,42000.0
2017,4,31,116,2,59,2,3,0.0,,,0,0.0
2017,4,31,116,1,26,4,3,0.0,,,0,0.0
2017,4,31,116,1,55,2,1,3.0,5500.0,99997.0,20000,20000.0
2017,4,31,116,2,61,3,3,0.0,,,0,0.0
2017,4,31,120,1,42,4,1,3.0,8401.0,10333.0,30000,60000.0
2018,1,15,219,2,86,2,3,0,,,0,12000.0
2018,1,15,166,2,59,6,3,0,,,0,-9.0
2018,1,15,166,2,62,2,3,0,,,0,-9.0
2018,1,15,130,1,42,2,1,2,4000.0,72113.0,20000,20000.0
2018,1,15,130,2,50,2,3,0,,,0,1200.0
2018,1,15,130,2,8,1,4,0,,,0,0.0
2018,1,15,130,1,48,3,1,2,4000.0,72113.0,18000,18000.0
2018,1,15,130,2,45,2,3,0,,,0,0.0
2018,1,15,130,2,19,3,3,0,,,0,0.0
2018,1,15,130,1,13,3,3,0,,,0,0.0
2018,1,15,130,2,10,1,3,0,,,0,0.0
2018,1,15,130,1,55,4,3,0,,,0,12000.0
2018,1,15,130,2,54,2,3,0,,,0,7200.0
2018,1,15,130,2,29,5,3,0,,,0,0.0
2018,1,15,130,2,25,5,3,0,,,0,700.0
2018,1,15,169,1,65,4,3,0,,,0,6000.0
2018,1,15,169,2,29,5,3,0,,,0,0.0
2018,1,15,169,1,29,3,1,3,4000.0,72323.0,20000,20000.0
2018,1,15,169,2,19,3,3,0,,,0,0.0
2018,1,15,130,2,23,4,1,3,4804.0,30314.0,12000,18000.0
2018,1,15,132,2,31,3,1,3,4805.0,20333.0,3000,4500.0
2018,1,15,132,1,32,2,1,3,8000.0,47313.0,15000,21850.0
2018,1,15,132,2,8,1,4,0,,,0,0.0
2018,1,15,132,2,1,7,4,0,,,0,0.0
2018,1,15,194,2,72,4,3,0,,,0,27000.0
2018,1,15,194,2,43,6,1,3,8600.0,40312.0,25000,37000.0
2018,1,15,194,1,19,5,3,0,,,0,0.0
2018,1,15,84,1,35,4,1,2,4000.0,72113.0,9000,9000.0
2018,1,15,84,2,32,4,3,0,,,0,2400.0
2018,1,15,84,1,14,3,3,0,,,0,0.0
2018,1,15,84,2,8,1,4,0,,,0,0.0
2018,1,15,84,2,59,1,3,0,,,0,10500.0
2018,1,15,186,2,36,5,1,3,8501.0,10333.0,30000,45000.0
2018,1,15,186,1,15,3,3,0,,,0,0.0
2018,1,15,186,2,3,7,4,0,,,0,0.0
2018,1,15,186,1,1,7,4,0,,,0,0.0
2018,1,15,160,2,77,6,3,0,,,0,30000.0
2018,1,15,150,2,22,4,1,2,9602.0,57113.0,2000,2000.0
2018,1,15,150,2,74,2,3,0,,,0,7200.0
2018,1,15,150,2,46,5,1,3,8600.0,10333.0,10000,10000.0
2018,1,15,150,1,51,4,1,3,8501.0,10333.0,15000,15000.0
2018,1,15,150,1,19,5,3,0,,,0,0.0
2018,1,15,150,1,51,5,1,3,200.0,80312.0,20000,20000.0
2018,1,15,150,1,49,4,1,1,4807.0,5002.0,-9,-9.0
2018,1,15,150,1,22,5,3,0,,,0,0.0
2018,1,15,150,2,76,6,3,0,,,0,20000.0
2018,1,15,150,2,48,6,1,3,8501.0,41312.0,13000,13000.0
2018,1,15,158,2,59,1,3,0,,,0,4500.0
2018,1,15,158,2,32,2,3,0,,,0,2500.0
2018,1,15,158,2,26,2,3,0,,,0,9000.0
2018,1,15,158,1,31,2,1,2,4000.0,72113.0,6800,6800.0
2018,1,15,158,1,11,1,3,0,,,0,0.0
2018,1,15,158,1,7,1,4,0,,,0,0.0
2018,1,15,158,1,8,1,4,0,,,0,0.0
2018,1,15,158,1,4,7,4,0,,,0,0.0
2018,1,15,140,2,41,2,1,3,9700.0,57314.0,9000,9000.0
2018,1,15,152,2,68,2,3,0,,,0,7000.0
2018,1,15,155,1,62,5,1,3,8401.0,10333.0,-9,-9.0
2018,1,15,155,2,55,5,1,3,8401.0,10333.0,-9,-9.0
2018,1,15,155,1,27,3,1,3,4804.0,30314.0,17000,17000.0
2018,1,15,155,1,24,5,1,3,4804.0,30314.0,15000,15000.0
2018,1,15,155,2,35,5,1,2,4804.0,30113.0,20000,20000.0
2018,1,15,155,1,29,6,1,3,8401.0,48312.0,-9,-9.0
2018,1,15,170,2,27,4,1,3,48.0,20313.0,-9,-9.0
2018,1,15,170,1,27,4,1,3,9999.0,20313.0,-9,-9.0
2018,1,15,170,2,4,7,4,0,,,0,0.0
2018,1,15,170,1,1,7,4,0,,,0,0.0
2018,1,15,165,2,49,4,3,0,,,0,0.0
2018,1,15,165,1,51,4,1,2,4804.0,30113.0,20000,20000.0
2018,1,15,165,2,24,5,3,0,,,0,1200.0
2018,1,15,165,2,21,5,3,0,,,0,1200.0
2018,1,15,165,1,4,7,4,0,,,0,0.0
2018,1,15,159,1,9,1,4,0,,,0,0.0
2018,1,15,159,2,86,1,3,0,,,0,12000.0
2018,1,15,159,2,55,1,3,0,,,0,0.0
2018,1,15,155,2,46,6,1,3,8401.0,41332.0,17000,17000.0
2018,1,15,155,1,52,6,1,3,1100.0,10333.0,40000,40000.0
2018,1,15,155,1,23,5,3,0,,,0,0.0
2018,1,15,155,1,14,3,3,0,,,0,0.0
2018,1,15,159,2,29,5,3,0,,,0,11000.0
2018,1,15,159,1,25,5,3,0,,,0,0.0
2018,1,15,159,1,23,5,3,0,,,0,5000.0
2018,1,15,170,1,56,4,3,0,,,0,18000.0
2018,1,15,170,2,52,4,3,0,,,0,0.0
2018,1,15,161,1,44,5,1,2,48.0,30113.0,28000,28000.0
2018,1,15,161,2,31,2,3,0,,,0,4400.0
2018,1,15,161,2,11,1,3,0,,,0,0.0
2018,1,15,161,1,8,1,4,0,,,0,0.0
2018,1,15,161,1,6,7,4,0,,,0,0.0
2018,1,15,161,1,2,7,4,0,,,0,0.0
2018,1,15,161,2,40,3,3,0,,,0,2200.0
2018,1,15,169,1,9,1,4,0,,,0,0.0
2018,1,15,169,1,12,1,3,0,,,0,0.0
2018,1,15,169,2,21,4,3,0,,,0,0.0
2018,1,15,169,1,33,4,1,3,4808.0,30319.0,-9,-9.0
2018,1,15,157,2,27,4,3,0,,,0,0.0
2018,1,15,157,1,32,4,1,3,4808.0,30313.0,10000,10000.0
2018,1,15,157,1,8,1,4,0,,,0,0.0
2018,1,15,157,1,7,1,4,0,,,0,0.0
2018,1,15,143,1,61,2,3,0,,,0,-9.0
2018,1,15,143,2,62,2,3,0,,,0,0.0
2018,1,15,143,1,24,4,1,3,8101.0,56314.0,15000,22000.0
2018,1,15,130,1,35,6,1,3,8401.0,10333.0,23000,35000.0
2018,1,15,130,2,25,4,3,0,,,0,0.0
2018,1,15,130,2,8,1,4,0,,,0,0.0
2018,1,15,143,2,68,2,3,0,,,0,9000.0
2018,1,15,143,1,72,1,3,0,,,0,12000.0
2018,1,15,166,1,63,2,3,0,,,0,10500.0
2018,1,15,166,1,36,1,1,3,4000.0,72313.0,7000,7000.0
2018,1,15,141,2,55,4,3,0,,,0,-9.0
2018,1,15,141,1,55,4,3,0,,,0,-9.0
2018,1,15,141,1,18,3,3,0,,,0,0.0
2018,1,15,141,1,75,1,3,0,,,0,12000.0
2018,1,15,141,2,41,6,3,0,,,0,5000.0
2018,1,15,141,2,12,3,3,0,,,0,0.0
2018,1,15,141,2,5,7,4,0,,,0,0.0
2018,1,15,141,1,70,3,3,0,,,0,27000.0
2018,1,15,141,2,70,2,3,0,,,0,9000.0
2018,1,15,141,2,38,4,3,0,,,0,0.0
2018,1,15,130,1,58,4,1,3,4904.0,34323.0,21000,30000.0
2018,1,15,130,2,61,1,3,0,,,0,7500.0
2018,1,15,130,2,21,5,3,0,,,0,0.0
2018,1,15,186,1,40,6,1,3,8600.0,40312.0,20000,30000.0
2018,1,15,164,1,55,6,3,0,,,0,42000.0
2018,1,15,164,2,56,6,3,0,,,0,28500.0
2018,1,15,141,1,52,3,1,2,4000.0,72113.0,6000,6000.0
2018,1,15,141,2,52,6,1,3,8501.0,41312.0,17000,25500.0
2018,1,15,165,1,39,3,1,2,4000.0,72113.0,19500,19500.0
2018,1,15,165,2,36,2,3,0,,,0,0.0
2018,1,15,165,1,17,5,3,0,,,0,0.0
2018,1,15,165,2,6,1,4,0,,,0,0.0
2018,1,15,146,2,40,2,1,3,9700.0,55314.0,7000,7000.0
2018,1,15,146,1,17,3,3,0,,,0,0.0
2018,1,15,146,1,22,3,3,0,,,0,0.0
2018,1,15,153,2,55,4,3,0,,,0,13000.0
2018,1,15,153,2,22,5,3,0,,,0,0.0
2018,1,15,153,1,14,3,3,0,,,0,0.0
2018,1,15,158,1,65,2,3,0,,,0,18000.0
2018,1,15,158,2,25,5,2,0,,,0,0.0
2018,1,15,148,2,67,1,3,0,,,0,6000.0
2018,1,15,148,1,62,2,3,0,,,0,5000.0
2018,1,15,135,1,86,2,3,0,,,0,6000.0
2018,1,15,162,2,47,1,1,3,9700.0,55314.0,3500,12100.0
2018,1,15,162,1,11,1,3,0,,,0,0.0
2018,1,15,162,2,9,1,4,0,,,0,0.0
2018,1,15,117,1,75,3,3,0,,,0,13000.0
2018,1,15,165,2,1,7,4,0,,,0,0.0
2018,1,15,125,2,76,4,3,0,,,0,26000.0
2018,1,15,125,2,30,5,1,3,8501.0,10333.0,19000,19000.0
2018,1,15,125,2,2,7,4,0,,,0,0.0
2018,1,15,146,2,81,2,3,0,,,0,8000.0
2018,1,15,140,2,43,6,1,3,8600.0,40312.0,19000,19000.0
2018,1,15,140,1,45,2,1,3,4803.0,30313.0,16000,16000.0
2018,1,15,140,2,22,4,1,3,4804.0,30314.0,14000,14000.0
2018,1,15,140,1,20,3,3,0,,,0,6500.0
2018,1,15,140,2,18,3,3,0,,,0,0.0
2018,1,15,140,1,16,3,3,0,,,0,0.0
2018,1,15,140,1,34,7,3,0,,,0,7000.0
2018,1,15,140,2,44,5,3,0,,,0,0.0
2018,1,15,140,1,43,2,1,3,102.0,61313.0,20000,20000.0
2018,1,15,140,1,19,3,3,0,,,0,0.0
2018,1,15,171,2,78,2,3,0,,,0,7000.0
2018,1,15,171,2,47,3,3,0,,,0,7000.0
2018,1,15,171,2,18,5,3,0,,,0,6200.0
2018,1,15,161,1,45,3,1,3,8101.0,60313.0,9000,9000.0
2018,1,15,161,1,22,4,1,3,8401.0,48313.0,29000,29000.0
2018,1,15,161,1,19,3,3,0,,,0,5100.0
2018,1,15,161,1,14,3,3,0,,,0,0.0
2018,1,15,161,1,7,1,4,0,,,0,0.0
2018,1,15,153,2,51,5,1,2,8509.0,41112.0,1000,1000.0
2018,1,15,153,2,53,6,1,3,8501.0,41312.0,25000,25000.0
2018,1,15,153,1,52,4,1,2,4903.0,34123.0,10000,10000.0
2018,1,15,153,2,7,1,4,0,,,0,0.0
2018,1,15,162,1,72,2,3,0,,,0,9800.0
2018,1,15,162,2,65,2,3,0,,,0,7200.0
2018,1,15,162,2,59,3,3,0,,,0,16000.0
2018,1,15,162,1,18,1,3,0,,,0,0.0
2018,1,15,162,1,58,1,1,3,4000.0,72313.0,20000,23500.0
2018,1,15,162,1,55,3,1,3,4502.0,56314.0,12000,12000.0
2018,1,15,162,2,50,6,1,3,8501.0,41311.0,-9,-9.0
2018,1,15,162,1,38,6,1,3,1009.0,80203.0,-9,-9.0
2018,1,15,166,1,30,2,1,2,4000.0,72113.0,9000,9000.0
2018,1,15,166,2,24,2,3,0,,,0,0.0
2018,1,15,166,2,21,1,3,0,,,0,1200.0
2018,1,15,166,1,24,4,1,2,8102.0,58113.0,6000,6000.0
2018,1,15,166,1,5,7,4,0,,,0,0.0
2018,1,15,166,2,-1,7,4,0,,,0,0.0
2018,1,15,166,1,43,7,3,0,,,0,9000.0
2018,1,15,84,1,78,2,3,0,,,0,18000.0
2018,1,15,186,1,23,3,3,0,,,0,10000.0
2018,1,15,186,2,23,5,3,0,,,0,6000.0
2018,1,15,141,1,38,2,1,3,103.0,99993.0,8000,8000.0
2018,1,15,141,2,36,4,3,0,,,0,0.0
2018,1,15,141,1,13,3,3,0,,,0,0.0
2018,1,15,141,2,1,7,4,0,,,0,0.0
2018,1,15,186,1,43,6,1,2,6900.0,11131.0,12000,12000.0
2018,1,15,186,2,47,6,1,3,8402.0,46331.0,14000,21000.0
2018,1,15,141,1,70,2,3,0,,,0,27000.0
2018,1,15,157,1,55,4,1,3,8401.0,48313.0,22000,32000.0
2018,1,15,141,1,30,3,3,0,,,0,0.0
2018,1,15,141,2,25,5,3,0,,,0,0.0
2018,1,15,141,2,17,3,3,0,,,0,0.0
2018,1,15,132,2,64,1,3,0,,,0,10500.0
2018,1,15,132,1,68,2,3,0,,,0,12000.0
2018,1,15,132,2,18,3,3,0,,,0,0.0
2018,1,15,132,1,14,3,3,0,,,0,0.0
2018,1,15,160,2,78,4,3,0,,,0,31500.0
2018,1,15,169,1,52,1,1,2,2309.0,80113.0,4000,4000.0
2018,1,15,164,2,43,6,1,3,8401.0,10333.0,18000,27000.0
2018,1,15,160,1,78,2,3,0,,,0,21700.0
2018,1,15,160,2,81,2,3,0,,,0,10700.0
2018,1,15,160,2,43,5,3,0,,,0,9000.0
2018,1,15,160,2,16,3,3,0,,,0,0.0
2018,1,15,160,2,11,1,3,0,,,0,0.0
2018,1,15,158,2,44,4,1,3,9700.0,55314.0,7000,12400.0
2018,1,15,158,1,10,1,3,0,,,0,0.0
2018,1,15,158,1,10,1,3,0,,,0,0.0
2018,1,15,148,2,70,1,3,0,,,0,5000.0
2018,1,15,117,2,64,6,3,0,,,0,10000.0
2018,1,15,117,1,38,4,3,0,,,0,8000.0
2018,1,15,117,2,39,6,1,3,6900.0,11331.0,-9,-9.0
2018,1,15,117,1,12,3,3,0,,,0,0.0
2018,1,15,194,1,47,4,1,3,1009.0,72312.0,30000,30000.0
2018,1,15,194,2,45,5,3,0,,,0,0.0
2018,1,15,194,1,25,4,3,0,,,0,0.0
2018,1,15,194,2,21,4,3,0,,,0,0.0
2018,1,15,194,2,10,1,3,0,,,0,0.0
2018,1,15,194,2,55,3,3,0,,,0,4600.0
2018,1,15,194,1,48,3,1,2,4000.0,72113.0,10000,10000.0
2018,1,15,153,1,65,2,3,0,,,0,-9.0
2018,1,15,153,2,66,4,3,0,,,0,7200.0
2018,1,15,153,1,32,6,1,2,4807.0,30113.0,6000,6000.0
2018,1,15,153,2,24,4,2,0,,,0,0.0
2018,1,15,213,1,42,4,1,3,4502.0,82313.0,18000,18000.0
2018,1,15,213,2,33,4,3,0,,,0,1400.0
2018,1,15,213,2,12,3,3,0,,,0,0.0
2018,1,15,171,2,6,7,4,0,,,0,0.0
2018,1,15,171,2,2,7,4,0,,,0,0.0
2018,1,15,171,1,84,2,3,0,,,0,18000.0
2018,1,15,153,1,40,4,1,2,4502.0,82113.0,-9,-9.0
2018,1,15,153,2,41,4,1,3,6500.0,10333.0,-9,-9.0
2018,1,15,153,1,5,7,4,0,,,0,0.0
2018,1,15,461,2,50,1,3,0,,,0,7000.0
2018,1,15,82,1,52,2,1,3,4000.0,72313.0,11000,11000.0
2018,1,15,161,1,76,2,3,0,,,0,9500.0
2018,1,15,161,1,29,4,1,3,4000.0,72313.0,15000,15000.0
2018,1,15,152,2,72,2,3,0,,,0,9000.0
2018,1,15,152,1,42,1,3,0,,,0,8000.0
2018,1,15,182,1,60,4,3,0,,,0,15000.0
2018,1,15,182,2,53,3,1,2,4807.0,30113.0,4000,4000.0
2018,1,15,182,1,32,5,1,2,9503.0,82113.0,5000,5000.0
2018,1,15,182,1,30,6,1,2,8509.0,41132.0,5000,5000.0
2018,1,15,182,2,21,5,3,0,,,0,700.0
2018,1,15,182,2,18,5,3,0,,,0,0.0
2018,1,15,162,1,10,1,3,0,,,0,0.0
2018,1,15,162,2,7,1,4,0,,,0,0.0
2018,1,15,162,1,4,7,4,0,,,0,0.0
2018,1,15,155,1,38,6,1,3,6400.0,30313.0,15000,15000.0
2018,1,15,155,1,7,7,4,0,,,0,0.0
2018,1,15,155,1,3,7,4,0,,,0,0.0
2018,1,15,155,1,67,1,3,0,,,0,14000.0
2018,1,15,155,1,28,4,1,3,4807.0,30333.0,15000,15000.0
2018,1,15,155,2,27,5,3,0,,,0,0.0
2018,1,15,155,2,29,4,3,0,,,0,0.0
2018,1,15,155,1,30,4,1,3,4504.0,30333.0,17000,17000.0
2018,1,15,155,1,6,7,4,0,,,0,0.0
2018,1,15,155,2,2,7,4,0,,,0,0.0
2018,1,15,159,1,80,2,3,0,,,0,8000.0
2018,1,15,159,1,47,6,1,3,8501.0,41312.0,-9,-9.0
2018,1,15,159,1,50,6,1,3,8501.0,41312.0,-9,-9.0
2018,1,15,159,2,57,4,3,0,,,0,-9.0
2018,1,15,170,2,36,4,3,0,,,0,1200.0
2018,1,15,157,2,49,4,3,0,,,0,0.0
2018,1,15,157,1,12,3,3,0,,,0,0.0
2018,1,15,157,1,8,1,4,0,,,0,0.0
2018,1,15,219,1,71,3,3,0,,,0,12750.0
2018,1,15,219,2,66,6,3,0,,,0,12750.0
2018,1,15,219,1,28,6,3,0,,,0,0.0
2018,1,15,194,2,47,7,3,0,,,0,0.0
2018,1,15,194,1,39,7,1,3,4000.0,34323.0,20000,30000.0
2018,1,15,194,2,20,5,3,0,,,0,900.0
2018,1,15,194,2,19,3,3,0,,,0,0.0
2018,1,15,194,1,68,2,3,0,,,0,7500.0
2018,1,15,154,2,33,6,3,0,,,0,7000.0
2018,1,15,154,1,12,3,3,0,,,0,0.0
2018,1,15,143,1,89,2,3,0,,,0,10500.0
2018,1,15,143,2,71,2,3,0,,,0,10200.0
2018,1,15,143,2,34,3,3,0,,,0,7500.0
2018,1,15,143,2,44,2,3,0,,,0,7300.0
2018,1,15,143,2,12,3,3,0,,,0,0.0
2018,1,15,132,2,44,3,3,0,,,0,0.0
2018,1,15,148,1,45,1,3,0,,,0,5000.0
2018,1,15,135,1,49,4,1,2,9503.0,82113.0,8000,8000.0
2018,1,15,135,1,17,3,3,0,,,0,0.0
2018,1,15,179,2,69,6,3,0,,,0,14000.0
2018,1,15,179,2,38,4,1,3,8401.0,10333.0,17000,17000.0
2018,1,15,155,2,80,2,3,0,,,0,17000.0
2018,1,15,155,2,48,6,1,3,8401.0,3001.0,24000,24000.0
2018,1,15,170,1,30,3,1,3,1600.0,80313.0,16000,16000.0
2018,1,15,170,2,25,3,1,3,9700.0,55314.0,7500,9900.0
2018,1,15,170,1,5,7,4,0,,,0,0.0
2018,1,15,170,1,3,7,4,0,,,0,0.0
2018,1,15,150,2,71,2,3,0,,,0,15000.0
2018,1,15,150,2,40,6,1,2,8600.0,40112.0,15000,15000.0
2018,1,15,165,1,47,4,1,2,4803.0,30113.0,31000,31000.0
2018,1,15,165,2,48,4,1,3,8401.0,10313.0,20000,20000.0
2018,1,15,158,2,34,2,3,0,,,0,5000.0
2018,1,15,158,2,17,1,3,0,,,0,4500.0
2018,1,15,158,1,29,3,3,0,,,0,7000.0
2018,1,15,213,1,12,3,3,0,,,0,0.0
2018,1,15,213,1,4,7,4,0,,,0,0.0
2018,1,15,158,1,25,4,1,3,4808.0,32314.0,10000,10000.0
2018,1,15,158,2,24,4,3,0,,,0,0.0
2018,1,15,200,2,35,6,1,3,8401.0,10333.0,19000,19000.0
2018,1,15,133,2,50,4,1,3,9700.0,57314.0,8500,8500.0
2018,1,15,133,1,21,4,1,2,4000.0,72113.0,7000,7000.0
2018,1,15,133,2,19,4,1,3,9700.0,55314.0,6000,6000.0
2018,1,15,133,1,38,4,1,3,8401.0,10333.0,-9,-9.0
2018,1,15,133,2,33,4,3,0,,,0,0.0
2018,1,15,133,2,14,3,3,0,,,0,0.0
2018,1,15,133,2,7,1,4,0,,,0,0.0
2018,1,15,133,2,4,7,4,0,,,0,0.0
2018,1,15,133,1,-1,7,4,0,,,0,0.0
2018,1,15,152,1,44,3,1,3,8401.0,10313.0,-9,-9.0
2018,1,15,152,2,36,2,1,3,5601.0,80313.0,14000,14000.0
2018,1,15,152,1,88,2,3,0,,,0,11000.0
2018,1,15,152,2,83,4,3,0,,,0,4000.0
2018,1,15,182,1,17,3,3,0,,,0,0.0
2018,1,15,182,2,25,4,3,0,,,0,0.0
2018,1,15,254,2,57,5,3,0,,,0,9000.0
2018,1,15,254,2,32,5,1,3,3501.0,10333.0,12000,12000.0
2018,1,15,254,2,25,5,2,0,,,0,0.0
2018,1,15,254,1,13,3,3,0,,,0,0.0
2018,1,15,254,2,6,7,4,0,,,0,0.0
2018,1,15,159,2,28,4,3,0,,,0,9500.0
2018,1,15,159,2,8,1,4,0,,,0,0.0
2018,1,15,159,1,61,3,1,3,8401.0,48313.0,-9,-9.0
2018,1,15,159,2,53,3,3,0,,,0,0.0
2018,1,15,159,2,29,5,3,0,,,0,0.0
2018,1,15,159,2,26,5,3,0,,,0,0.0
2018,1,15,159,1,21,4,3,0,,,0,0.0
2018,1,15,159,2,14,3,3,0,,,0,0.0
2018,1,15,159,1,3,7,4,0,,,0,0.0
2018,1,15,159,1,-1,7,4,0,,,0,0.0
2018,1,15,117,2,73,6,3,0,,,0,-9.0
2018,1,15,153,1,34,3,1,3,3800.0,56323.0,7000,7000.0
2018,1,15,170,1,50,2,1,2,4904.0,34123.0,12500,12500.0
2018,1,15,170,2,7,1,4,0,,,0,0.0
2018,1,15,170,1,53,6,1,3,3600.0,71311.0,-9,-9.0
2018,1,15,170,1,52,3,3,0,,,0,7000.0
2018,1,15,170,2,46,4,3,0,,,0,0.0
2018,1,15,170,1,24,5,3,0,,,0,0.0
2018,1,15,170,1,20,3,1,2,4803.0,30113.0,12000,12000.0
2018,1,15,170,1,18,3,1,2,4803.0,30113.0,7000,7000.0
2018,1,15,150,2,81,1,3,0,,,0,14000.0
2018,1,15,150,1,40,4,1,3,4501.0,82313.0,22000,22000.0
2018,1,15,117,1,65,4,1,3,6400.0,10333.0,24000,24000.0
2018,1,15,117,2,62,4,1,3,8600.0,40312.0,18000,18000.0
2018,1,15,117,1,37,4,1,3,8000.0,47313.0,-9,-9.0
2018,1,15,117,1,31,5,3,0,,,0,0.0
2018,1,15,117,1,65,4,3,0,,,0,-9.0
2018,1,15,117,2,59,4,3,0,,,0,-9.0
2018,1,15,117,2,61,6,3,0,,,0,-9.0
2018,1,15,117,1,24,4,1,2,9503.0,82112.0,14000,14000.0
2018,1,15,132,1,56,2,3,0,,,0,9750.0
2018,1,15,132,2,53,2,3,0,,,0,0.0
2018,1,15,132,1,27,4,1,3,8101.0,56314.0,7000,10340.0
2018,1,15,132,2,24,5,3,0,,,0,0.0
2018,1,15,132,2,23,5,3,0,,,0,0.0
2018,1,15,132,2,21,3,3,0,,,0,1100.0
2018,1,15,132,2,13,3,3,0,,,0,0.0
2018,1,15,132,1,23,2,1,3,4000.0,72313.0,9500,13700.0
2018,1,15,132,1,2,7,4,0,,,0,0.0
2018,1,15,132,1,1,7,4,0,,,0,0.0
2018,1,15,132,2,18,4,3,0,,,0,1100.0
2018,1,15,132,1,1,7,4,0,,,0,0.0
2018,1,15,164,1,39,3,1,3,8401.0,56314.0,18000,27000.0
2018,1,15,164,2,38,4,1,3,9700.0,55314.0,5600,8200.0
2018,1,15,164,1,18,4,3,0,,,0,0.0
2018,1,15,164,1,11,3,3,0,,,0,0.0
2018,1,15,164,1,5,7,4,0,,,0,0.0
2018,1,15,169,1,81,2,3,0,,,0,8000.0
2018,1,15,169,2,69,2,3,0,,,0,0.0
2018,1,15,169,1,16,3,3,0,,,0,0.0
2018,1,15,169,1,16,3,3,0,,,0,0.0
2018,1,15,169,2,13,3,3,0,,,0,0.0
2018,1,15,158,1,23,3,3,0,,,0,3000.0
2018,1,15,158,2,18,5,3,0,,,0,0.0
2018,1,15,158,2,51,2,3,0,,,0,5000.0
2018,1,15,158,2,51,6,1,3,8600.0,40312.0,-9,-9.0
2018,1,15,158,1,58,2,1,3,9603.0,82313.0,-9,-9.0
2018,1,15,158,2,32,4,1,3,5500.0,53314.0,-9,-9.0
2018,1,15,158,1,19,5,3,0,,,0,0.0
2018,1,15,158,1,13,3,3,0,,,0,0.0
2018,1,15,158,2,11,1,3,0,,,0,0.0
2018,1,15,158,2,5,7,4,0,,,0,0.0
2018,1,15,146,2,25,4,1,2,4804.0,30133.0,18000,18000.0
2018,1,15,146,2,38,4,1,3,4808.0,32314.0,14000,14000.0
2018,1,15,146,2,17,5,3,0,,,0,0.0
2018,1,15,146,2,7,1,4,0,,,0,0.0
2018,1,15,158,1,26,6,1,3,3501.0,72313.0,-9,-9.0
2018,1,15,158,2,26,5,3,0,,,0,0.0
2018,1,15,158,1,5,7,4,0,,,0,0.0
2018,1,15,158,2,-1,7,4,0,,,0,0.0
2018,1,15,155,1,36,6,1,3,4803.0,30314.0,20000,20000.0
2018,1,15,155,2,35,6,2,0,,,0,0.0
2018,1,15,155,1,15,3,3,0,,,0,0.0
2018,1,15,155,1,13,3,3,0,,,0,0.0
2018,1,15,155,1,61,3,3,0,,,0,0.0
2018,1,15,155,2,53,3,3,0,,,0,4600.0
2018,1,15,158,1,31,4,1,3,4805.0,30313.0,24000,24000.0
2018,1,15,158,2,25,4,3,0,,,0,0.0
2018,1,15,158,1,8,1,4,0,,,0,0.0
2018,1,15,158,1,6,1,4,0,,,0,0.0
2018,1,15,158,1,1,7,4,0,,,0,0.0
2018,1,15,179,2,78,2,3,0,,,0,-9.0
2018,1,15,179,2,18,5,3,0,,,0,-9.0
2018,1,15,179,2,70,6,3,0,,,0,10000.0
2018,1,15,179,1,32,4,1,2,4804.0,30113.0,12000,12000.0
2018,1,15,179,2,26,4,1,2,4804.0,30113.0,9000,9000.0
2018,1,15,179,1,5,1,4,0,,,0,0.0
2018,1,15,153,2,51,3,3,0,,,0,7800.0
2018,1,15,153,2,32,3,1,2,4804.0,31113.0,8000,8000.0
2018,1,15,153,2,31,4,3,0,,,0,2600.0
2018,1,15,153,1,13,3,3,0,,,0,0.0
2018,1,15,153,2,3,7,4,0,,,0,0.0
2018,1,15,153,1,63,2,3,0,,,0,4600.0
2018,1,15,153,2,72,1,3,0,,,0,7200.0
2018,1,15,153,2,32,5,3,0,,,0,0.0
2018,1,15,155,1,68,2,3,0,,,0,8000.0
2018,1,15,155,2,61,2,3,0,,,0,6000.0
2018,1,15,159,2,48,3,1,3,9700.0,55314.0,4000,6600.0
2018,1,15,159,2,18,3,3,0,,,0,0.0
2018,1,15,159,1,16,3,3,0,,,0,0.0
2018,1,15,82,1,66,2,1,2,4810.0,30113.0,7000,7000.0
2018,1,15,82,2,66,2,3,0,,,0,0.0
2018,1,15,82,1,23,1,3,0,,,0,0.0
2018,1,15,148,2,48,2,3,0,,,0,6000.0
2018,1,15,148,1,25,3,1,3,8401.0,56314.0,14000,14000.0
2018,1,15,148,1,24,2,1,3,4000.0,72313.0,9000,9000.0
2018,1,15,148,2,22,4,1,3,9409.0,10333.0,4500,4500.0
